City,State,Song,lat,long
New York City,New York,Brief Uit New York,40.7127281,-74.0060152
New York City,New York,Bright Lights,40.7127281,-74.0060152
New York City,New York,Bright Lights Bigger City,40.7127281,-74.0060152
New York City,New York,The Brighton Beach Rag,40.7127281,-74.0060152
New York City,New York,Brill Bruisers,40.7127281,-74.0060152
New York City,New York,Brill Building,40.7127281,-74.0060152
New York City,New York,Bristol Hotel,40.7127281,-74.0060152
New York City,New York,Broad-Shouldered Beasts,40.7127281,-74.0060152
New York City,New York,Broad Street Pressure,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway (1940 song),40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
New York City,New York,Broadway,40.7127281,-74.0060152
